[619,127766.3,118.45,632.46,632.46]
[665,130555.5,119.425,441.47,441.45]
[712,133076.7,120.4,355.72,355.67]
[760,136160.9,121.375,303.92,303.84]
[812,138981.05,122.35,268.08,267.97]
[855,141468.5,123.325,241.25,241.11]
[904,144341.325,124.3,220.11,219.92]
[945,147183.5,125.275,202.82,202.59]
[1007,150569.925,126.25,188.29,188.01]
[1061,163166.55,127.225,176.0,175.47]
[1113,166860.125,128.2,165.23,164.51]
[1158,169049.025,129.175,155.64,154.78]
